country,iso,survey_start_year,survey_end_year,age_group,population,region,sub_region,intermediate_region,contraceptive_any_method,contraceptive_any_modern_method,contraceptive_any_traditional_method,contraceptive_emergency_contraception,contraceptive_female_condom,contraceptive_female_sterilization,contraceptive_implant,contraceptive_injectable,contraceptive_iud,contraceptive_lactational_amenorrhea_method_lam,contraceptive_male_condom,contraceptive_male_sterilization,contraceptive_other_modern_methods,contraceptive_other_traditional_methods,contraceptive_pill,contraceptive_rhythm,contraceptive_vaginal_barrier_methods,contraceptive_withdrawal,unmet_need_limiting,unmet_need_spacing,unmet_need_total,demand_satisfied,data_source_datacatalog_id,data_source_datacatalog_longname,data_source_source,notes,notes_contraceptive_use_methods,notes_contraceptive_use_population,notes_contraceptive_use_residuals_modern_methods,notes_contraceptive_use_residuals_traditional_methods,notes_note_on_country,notes_unmet_need_indicator,notes_unmet_need_population_excluded,notes_unmet_need_population_included
Barbados,52,1988,1988,15-44,MW,Americas,Latin America and the Caribbean,Caribbean,55,53.3,1.7,NA,NA,10,NA,0.9,5.2,NA,7.4,0.3,NA,NA,27,0.7,2.6,1,NA,NA,NA,NA,2778,Barbados 1988 IPPF/WHR Caribbean Contraceptive Prevalence Survey,CCPS,,NA,NA,NA,NA,NA,NA,NA,NA
Barbados,52,2012,2012,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,59.2,55.4,3.8,NA,0.5,4.7,0.8,5,3.1,0.1,19.5,0.1,NA,0.8,21.2,1,0.5,2,10.4,9.5,19.9,70,4986,Barbados 2012 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Belarus,112,1995,1995,18-34,MW,Europe,Eastern Europe,NA,50.4,42.1,8.3,NA,NA,0.8,NA,NA,29,NA,4.8,NA,NA,0.1,6.7,3,0.8,5.2,NA,NA,NA,NA,2850,Belarus 1995 World Bank Survey of Married Women 18-34,National survey,,NA,NA,NA,Including abstinence.,NA,NA,NA,NA
Belarus,112,2005,2005,15-49,MW,Europe,Eastern Europe,NA,72.6,56.5,16.1,NA,NA,2.4,NA,NA,25.7,0.5,17.5,NA,NA,1,10.4,5.5,NA,9.6,NA,NA,NA,NA,666,Belarus 2005 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,112,2012,2012,15-49,MW,Europe,Eastern Europe,NA,63.1,52,11.1,NA,0.1,3.2,0.1,0.1,15.1,0.8,22.3,0,NA,0.3,10.3,3,0.1,7.7,3.2,3.8,7,74.2,4987,Belarus 2012 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Belgium,56,1966,1966,20-40,MW,Europe,Western Europe,NA,72,10.8,61.2,NA,NA,NA,NA,NA,NA,NA,2.9,NA,2.2,5.8,5,15.8,0.7,39.6,NA,NA,NA,NA,4955,"Belgium 1966 First Survey on Family Development, NEGO-IV",National survey,,Adjusted. Including some cases of sterilization for non-contraceptive reasons.,Data pertain to the Flemish population only.,Including male and female sterilization.,Including douching.,NA,NA,NA,NA
Belgium,56,1975,1976,20-44,MW,Europe,Western Europe,NA,87,47.9,39.1,NA,NA,NA,NA,NA,3.5,NA,7.8,NA,6.1,6.9,30.5,7,0,25.2,NA,NA,NA,NA,4956,"Belgium 1975-1976 Third Survey on Family Development, NEGO-IV",National survey,,Adjusted. Including some cases of sterilization for non-contraceptive reasons.,Data pertain to the Flemish population only.,Including male and female sterilization.,NA,NA,NA,NA,NA
Belgium,56,1982,1983,20-44,MW,Europe,Western Europe,NA,81,63.2,17.8,NA,NA,NA,NA,NA,8.1,NA,6.5,NA,17,8,31.6,4.1,0,5.7,NA,NA,NA,NA,2725,"Belgium 1982-1983 Fourth Survey on Family Development, NEGO-IV",National survey,,Adjusted. Including some cases of sterilization for non-contraceptive reasons.,Data pertain to the Flemish population only.,Including male and female sterilization.,NA,NA,NA,NA,NA
Belgium,56,1991,1992,21-39,MW,Europe,Western Europe,NA,78.4,74.3,4.1,NA,NA,10.9,NA,NA,5,NA,4.7,7,NA,0,46.7,2.1,0.1,2,3.4,NA,3.4,90.8,2803,Belgium 1991-1992 Fertility and Family Survey,FFS,,Including some cases of sterilization for non-contraceptive reasons.,Data pertain to the Flemish population only.,NA,NA,NA,Data pertain to unmet need for limiting only.,NA,"Data pertain to non-pregnant women. Including sexually active, fecund married men and women (excluding those in unions), not practicing contraception and not wanting additional children or with a current pregnancy that was not wanted at conception. "
Belgium,56,1997,1997,15-54,AL,Europe,Western Europe,NA,56.5,54.8,1.6,NA,NA,NA,NA,NA,5.2,NA,NA,NA,11.7,NA,37.9,NA,NA,NA,NA,NA,NA,NA,4958,Belgium 1997 Enquête de Santé,National survey,,NA,"Data pertain to all women of reproductive age, irrespective of marital status.","Including male and female sterilization, male condoms and vaginal barrier methods.",Including rhythm and withdrawal.,NA,NA,NA,NA
Belgium,56,2001,2001,15-49,SA,Europe,Western Europe,NA,75.6,74,1.3,0.2,NA,NA,NA,NA,7.6,NA,7.3,NA,11.4,NA,47.5,NA,NA,NA,NA,NA,NA,NA,4957,Belgium 2001 Enquête de Santé,National survey,,Data pertain to methods used during  the last 12 months. Figures by method do not add up to the total.,Data pertain to sexually active women of reproductive age.,"Including male and female sterilization, male and female condoms, injectables, implants and vaginal barrier methods.",Including rhythm and withdrawal.,NA,NA,NA,NA
Belgium,56,2004,2004,15-49,SA,Europe,Western Europe,NA,74.6,72.9,1.5,0.7,NA,NA,NA,NA,9.7,NA,6,NA,11.7,NA,44.8,NA,NA,NA,NA,NA,NA,NA,4959,Belgium 2004 Enquête de Santé,National survey,,Data pertain to methods used during  the last 12 months. Figures by method do not add up to the total.,Data pertain to sexually active women of reproductive age.,"Including male and female sterilization, male and female condoms, injectables, implants and vaginal barrier methods.",Including rhythm and withdrawal.,NA,NA,NA,NA
Belgium,56,2008,2010,18-49,MW,Europe,Western Europe,NA,70.4,69.1,1.3,NA,NA,8.4,NA,NA,NA,NA,6,8.4,46.2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,5427,Belgium 2008-2010 Generations and Gender Survey,GGS,,Including some cases of sterilization for non-contraceptive reasons.,Data pertain to women with co-resident male partner.,"Including pill, injectables, IUD, implants, vaginal barrier methods and emergency contraception.",Including rhythm and withdrawal.,NA,NA,NA,NA
Belgium,56,2013,2013,15-54,MW,Europe,Western Europe,NA,66.8,65.9,0.8,0.9,NA,NA,NA,NA,18.1,NA,6.2,NA,12.7,0.8,28,NA,NA,NA,NA,NA,NA,NA,7346,Belgium 2013 Enquête de Santé,National survey,,NA,NA,"Including male and female sterilization, injectables, implants, conraceptive patch and ring.",Including abstinence and withdrawal.,NA,NA,NA,NA
Belize,84,1991,1991,15-44,MW,Americas,Latin America and the Caribbean,Central America,46.7,41.8,4.9,NA,NA,18.7,NA,4.3,1.9,NA,1.9,NA,NA,2.4,14.9,2.5,NA,NA,NA,NA,25.7,57.7,779,Belize 1991 Family Health Survey,RHS,,NA,NA,NA,NA,NA,NA,"Excluding women who are currently pregnant, currently seeking to become pregnant, subfecund, or who are not sexually active, including women practicing post-partum abstinence.","Including fecund married women, currently sexually active, currently exposed to the risk of pregnancy, not wanting to become pregnant, and not using a method of contraception other than folk methods, douches, breastfeeding or lactational amenorrhea (LAM)."
Belize,84,1999,1999,15-44,MW,Americas,Latin America and the Caribbean,Central America,56.1,49.3,6.8,NA,NA,18,NA,7.6,1.5,NA,6.6,NA,NA,3.3,15.6,3.5,NA,NA,NA,NA,20.8,64.1,154,Belize 1999 Family Health Survey,RHS,,NA,NA,NA,Including lactational amenorrhea (LAM).,NA,NA,"Excluding women who are currently pregnant, currently seeking to become pregnant, subfecund, or who are not sexually active, including women practicing post-partum abstinence. ","Including fecund married women, currently sexually active, currently exposed to the risk of pregnancy, not wanting to become pregnant, and not using a method of contraception other than folk methods, douches, breastfeeding or lactational amenorrhea (LAM)."
Belize,84,2006,2006,15-49,AL,Americas,Latin America and the Caribbean,Central America,34.3,31.5,2.9,NA,NA,8.9,0.1,5,2.1,0.3,4.1,0.1,NA,0.9,10.8,1.7,0.1,0.3,NA,NA,NA,NA,2299,Belize 2006 Multiple Indicator Cluster Survey,MICS,,NA,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,NA,NA,NA,NA
Belize,84,2011,2011,15-49,MW,Americas,Latin America and the Caribbean,Central America,55.2,52,3.2,NA,0.3,20.7,0.1,11.4,1.6,0.2,5.1,0.1,NA,0.1,12.5,2.1,0,1,7.5,8.4,15.9,73.1,4988,Belize 2011 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Belize,84,2015,2016,15-49,MW,Americas,Latin America and the Caribbean,Central America,51.4,48.5,2.9,NA,0.3,17.4,3.3,10.1,1.5,NA,4.8,0.1,NA,0.3,10.9,1.4,0.1,1.2,NA,NA,22.2,65.9,5761,Belize 2015-2016 Multiple Indicator Cluster Survey,MICS,,,NA,NA,NA,NA,NA,NA,NA
Benin,204,1981,1982,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,6.6,0.7,5.9,NA,NA,NA,NA,NA,0.1,NA,0.2,0.1,NA,14.4,0.3,1.8,NA,3.5,NA,NA,NA,NA,697,Benin 1981-1982 World Fertility Survey,WFS,,NA,NA,NA,Excluding abstinence. Including douching.,NA,NA,NA,NA
Benin,204,1996,1996,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,16.4,3.4,13,NA,NA,0.4,NA,0.7,0.5,NA,0.7,NA,NA,1.2,1,6.6,0.1,5.2,9,18.7,27.7,7.7,1780,Benin 1996 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Benin,204,2001,2001,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,18.6,7.2,11.4,NA,NA,0.3,0.3,2.1,0.8,0.4,1.3,NA,NA,0.2,1.8,6.9,0.2,4.3,9.8,18.1,27.9,15.5,1761,Benin 2001 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Benin,204,2006,2006,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,17,6.1,10.9,NA,NA,0.3,0.5,1.8,0.6,0.2,1.1,NA,0,0.3,1.5,6.9,NA,3.6,9.9,17.4,27.3,13.8,694,Benin 2006 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Benin,204,2011,2012,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,12.9,7.9,5,NA,0,0.1,1,2,0.5,0.5,1.8,NA,0.6,1.3,1.3,2.9,NA,0.8,11.5,21.1,32.6,17.4,4493,Benin 2011-2012 Demographic and Health Survey,DHS,,NA,NA,Including emergency contraception.,NA,NA,NA,NA,NA
Benin,204,2014,2014,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,17.9,12.5,4.8,NA,NA,0.2,2.7,3.6,1,1.1,1.2,NA,0.6,0.4,2.6,3.2,NA,1.2,NA,NA,33.1,24.5,5665,Benin 2014 Multiple Indicator Cluster Survey,MICS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Bhutan,64,1994,1994,15-49,AL,Asia,Southern Asia,NA,18.8,18.8,NA,NA,NA,3.1,NA,4,1,NA,0.3,8,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,39,Bhutan 1994 National Health Survey,National survey,,NA,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,NA,NA,NA,NA
Bhutan,64,2e3,2e3,15-49,MW,Asia,Southern Asia,NA,30.7,30.7,NA,NA,NA,3.1,0,5.9,3.4,NA,1.2,13.6,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,630,Bhutan 2000 National Health Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Bhutan,64,2007,2007,15-49,AL,Asia,Southern Asia,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4464,Bhutan 2007 Living Standard Survey,LSMS,,NA,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,NA,NA,NA,NA
Bhutan,64,2010,2010,15-49,MW,Asia,Southern Asia,NA,65.6,65.4,0.2,NA,0,7.1,0.1,28.9,3.7,0,5.5,12.6,NA,0.1,7.5,0.1,0,0,6.9,4.7,11.7,84.6,4989,Bhutan 2010 Multiple Indicator Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Bolivia (Plurinational State of),68,1983,1983,15-49,EM,Americas,Latin America and the Caribbean,South America,23.6,9.9,13.7,NA,NA,2.4,NA,0.4,3.4,NA,0.4,0.1,NA,0.4,2.7,12.7,0.5,0.6,NA,NA,NA,NA,2709,Bolivia 1983 Contraceptive Prevalence Survey,CPS,,NA,Data pertain to ever-married women of reproductive age.,NA,NA,NA,NA,NA,NA
Bolivia (Plurinational State of),68,1989,1989,15-49,MW,Americas,Latin America and the Caribbean,South America,30.3,12.2,18,NA,NA,4.4,NA,0.7,4.8,NA,0.3,0,NA,0.9,1.9,16.1,0.1,1,26.2,9.5,35.7,18.5,1768,Bolivia 1989 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Bolivia (Plurinational State of),68,1993,1994,15-49,MW,Americas,Latin America and the Caribbean,South America,45.3,17.7,27.6,NA,NA,4.6,NA,0.8,8.1,NA,1.3,NA,NA,3.9,2.8,22,0.1,1.7,21.4,7.5,28.9,23.9,1769,Bolivia 1994 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Bolivia (Plurinational State of),68,1998,1998,15-49,MW,Americas,Latin America and the Caribbean,South America,48.3,25.2,23.1,NA,NA,6.5,NA,1.1,11.1,NA,2.6,NA,NA,0.8,3.8,20,0,2.3,19.9,6.7,26.6,33.6,1766,Bolivia 1998 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Bolivia (Plurinational State of),68,2e3,2e3,15-49,MW,Americas,Latin America and the Caribbean,South America,53.4,30.5,22.9,NA,NA,4.3,NA,3.2,12.6,3.2,3.3,NA,NA,1.1,3.8,21.3,NA,0.5,NA,NA,NA,NA,1930,Bolivia 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Bolivia (Plurinational State of),68,2003,2004,15-49,MW,Americas,Latin America and the Caribbean,South America,58.4,34.9,23.4,NA,NA,6.5,NA,8,10.2,2.5,3.9,NA,NA,0.2,3.6,19.4,0.2,3.8,16.9,6,22.8,43,1844,Bolivia 2003 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Bolivia (Plurinational State of),68,2008,2008,15-49,MW,Americas,Latin America and the Caribbean,South America,60.5,34.5,26,NA,NA,6.5,NA,11.3,8.4,0.8,4,0.1,NA,0.3,3.3,20.8,0.1,4.9,14,6.2,20.1,42.8,4492,Bolivia 2008 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Bolivia (Plurinational State of),68,2016,2016,15-49,MW,Americas,Latin America and the Caribbean,South America,66.5,45.1,21.3,NA,0.1,9.7,3.8,12,6.8,0,6.8,0.1,1.8,21.3,3.9,NA,0.1,NA,NA,NA,NA,NA,7485,Bolivia 2016 Demographic and Health Survey (National),National survey,,NA,NA,NA,Including rhythm and withdrawal.,NA,NA,NA,NA
Bosnia and Herzegovina,70,1970,1970,15-44,AL,Europe,Southern Europe,NA,42.9,3.1,39.8,NA,NA,NA,NA,NA,0.2,NA,1.5,NA,NA,NA,1.4,0.6,NA,39.2,NA,NA,NA,NA,2676,Bosnia and Herzegovina 1970 Yugoslavia Fertility Survey,National survey,,Data pertain to methods used during  the last two months.,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,NA,NA,NA,NA
Bosnia and Herzegovina,70,2e3,2e3,15-49,MW,Europe,Southern Europe,NA,47.5,16.2,31.2,NA,0,0.1,0,NA,7.9,0.5,3.1,0,NA,0.2,4.5,4.1,0.1,26.9,NA,NA,NA,NA,2894,Bosnia and Herzegovina 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Bosnia and Herzegovina,70,2006,2006,15-49,MW,Europe,Southern Europe,NA,35.7,11.3,24.4,NA,0.1,0.1,NA,NA,3.6,0.1,4.1,NA,NA,0.3,3.4,2.7,0,21.4,NA,NA,NA,NA,2296,Bosnia and Herzegovina 2006 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Bosnia and Herzegovina,70,2011,2012,15-49,MW,Europe,Southern Europe,NA,45.8,12,33.8,NA,0.2,0.2,0,0,3.8,NA,6.2,0,NA,0.3,1.6,3.7,0,29.8,5.7,3.3,9,21.9,4990,Bosnia and Herzegovina 2011-2012 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Botswana,72,1984,1984,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,27.8,18.6,9.2,NA,NA,1.5,NA,1,4.8,NA,1.2,0,NA,8.6,10,0.3,0.1,0.3,NA,NA,NA,NA,826,Botswana 1984 Family Health Survey,CPS,,NA,NA,NA,Including abstinence.,NA,NA,NA,NA
Botswana,72,1988,1988,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,33,31.7,1.3,NA,NA,4.3,NA,5.4,5.6,NA,1.3,0.3,NA,0.8,14.8,0.2,0,0.3,7.4,19.4,26.9,52.9,1803,Botswana 1988 Demographic and Health Survey,DHS,,NA,NA,NA,Including abstinence.,NA,NA,NA,NA
Botswana,72,1996,1996,15-49,AL,Africa,Sub-Saharan Africa,Southern Africa,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,Botswana 1996 Family Health Survey III,National survey,,NA,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,NA,NA,NA,NA
Botswana,72,2e3,2e3,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,44.4,42.1,2.3,NA,0.5,1.2,0.4,8.1,1.7,NA,15.5,0.2,0.1,2.1,14.3,0.2,0.1,NA,NA,NA,NA,NA,1927,Botswana 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,Including abstinence.,NA,NA,NA,NA
Botswana,72,2007,2008,12-49,AL,Africa,Sub-Saharan Africa,Southern Africa,52.8,51.2,2.6,NA,NA,2.1,NA,6.8,0.8,NA,41.7,0.1,NA,0.2,6.1,1.8,0.6,0.6,6.7,2.9,9.6,82.1,2951,Botswana 2007 Family Health Survey - Multiple Indicator Cluster Survey ,National survey,,Figures by method do not add up to the total because some methods are used in combination.,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,NA,NA,NA,NA
Brazil,76,1986,1986,15-44,MW,Americas,Latin America and the Caribbean,South America,66.2,56.5,9.7,NA,NA,26.8,NA,0.6,1,NA,1.7,0.8,NA,0.7,25.2,4,0.5,5,8,4.8,12.8,71.5,1869,Brazil 1986 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Brazil,76,1996,1996,15-49,MW,Americas,Latin America and the Caribbean,South America,76.7,70.3,6.4,NA,NA,40.1,NA,1.2,1.1,NA,4.4,2.6,NA,0.3,20.7,3,0.1,3.1,6.8,4,10.8,80.3,1868,Brazil 1996 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Brazil,76,2006,2007,15-49,MW,Americas,Latin America and the Caribbean,South America,80.3,77.1,3.2,NA,NA,29.1,0.1,4,1.9,NA,12.2,5.1,NA,NA,24.7,1.1,0,2.1,NA,NA,6,89.3,2952,Brazil 2006-2007 Demographic and Health Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,76,2013,2013,15-49,MW,Americas,Latin America and the Caribbean,South America,80.2,77.7,2.5,0.1,0.1,21.4,0.1,5.3,2,NA,10.3,4.2,NA,1.7,34.2,0.8,0.1,NA,NA,NA,NA,NA,6006,Brazil 2013 Pesquisa Nacional de Saúde,National survey,,Preliminary data.,NA,NA,NA,NA,NA,NA,NA
Bulgaria,100,1976,1976,15-44,MW,Europe,Eastern Europe,NA,75,6,69.1,NA,NA,NA,NA,NA,1.4,NA,2.1,NA,NA,0.8,2.5,9.3,NA,59,NA,NA,NA,NA,4961,Bulgaria 1976 Fertility Survey,National survey,,Adjusted.,NA,NA,Including abstinence and douching.,NA,NA,NA,NA
Bulgaria,100,1995,1995,15-44,MW,Europe,Eastern Europe,NA,85.9,45.6,40.3,NA,NA,NA,NA,NA,22.3,NA,14,NA,NA,2,9.3,4.1,NA,34.2,NA,NA,NA,NA,2851,Bulgaria 1995 Women in the Transition Survey,National survey,,NA,NA,NA,Including douching.,NA,NA,NA,NA
Bulgaria,100,1997,1998,20-44,MW,Europe,Eastern Europe,NA,63.4,39.6,23.8,NA,NA,NA,NA,NA,10.6,NA,16.7,NA,0.4,4.2,10.7,NA,1.2,19.6,29.7,NA,29.7,42.5,2870,Bulgaria 1997-1998 Fertility and Family Survey,FFS,,Adjusted.,NA,Including male and female sterilization.,Including rhythm.,NA,Data pertain to unmet need for limiting only.,NA,"Including sexually active, fecund married women (excluding those in unions), not practicing contraception and not wanting additional children or with a current pregnancy that was not wanted at conception.  "
Bulgaria,100,2004,2005,18-49,MW,Europe,Eastern Europe,NA,64.4,36.8,27.6,0.3,NA,2.3,NA,NA,10.4,NA,18.2,0.1,NA,NA,5.6,1.8,0.2,25.8,NA,NA,NA,NA,5428,Bulgaria 2004-2005 Generations and Gender Survey Wave 1 ,GGS,,Including some cases of sterilization for non-contraceptive reasons.,Data pertain to women with co-resident male partner.,NA,NA,NA,NA,NA,NA
Bulgaria,100,2007,2007,20-49,MW,Europe,Eastern Europe,NA,69.2,40.1,29.1,0.3,NA,2.1,NA,NA,8.9,NA,22.3,0.1,NA,NA,6.2,2.1,0.3,27,NA,NA,NA,NA,5429,Bulgaria 2007 Generations and Gender Survey Wave 2 ,GGS,,Including some cases of sterilization for non-contraceptive reasons.,Data pertain to women with co-resident male partner.,NA,NA,NA,NA,NA,NA
Burkina Faso,854,1992,1993,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,24.9,4.2,20.7,NA,NA,0.2,NA,0.1,0.7,NA,0.8,0,NA,17.2,2.1,3.5,0.1,0,6.6,18,24.6,8.5,1776,Burkina Faso 1993 Demographic and Health Survey,DHS,,NA,NA,Including male and female sterilization.,Including long-term abstinence and folk methods.,NA,NA,NA,NA
Burkina Faso,854,1998,1999,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,11.9,4.8,7,NA,NA,NA,NA,1.1,0.4,NA,1.2,NA,0.4,2.2,1.8,4.6,NA,0.2,7.5,22.8,30.3,11.4,1777,Burkina Faso 1998-1999 Demographic and Health Survey,DHS,,NA,NA,Including male and female sterilization and vaginal barrier methods.,Including abstinence and folk methods.,NA,NA,NA,NA
Burkina Faso,854,2003,2003,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,13.8,8.7,5,NA,NA,0.1,1.2,2.5,0.4,0.1,2.1,NA,NA,1.8,2.2,3.1,0,0.1,7.5,22.3,29.8,20,1787,Burkina Faso 2003 Demographic and Health Survey,DHS,,NA,NA,NA,Including abstinence.,NA,NA,NA,NA
Burkina Faso,854,2006,2006,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,17.4,14.4,3,NA,NA,0.1,2,5,0.1,1.1,1.4,NA,NA,0,4.6,2.9,0.1,0.1,NA,NA,NA,NA,136,Burkina Faso 2006 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,854,2010,2011,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,16.2,15,1.2,NA,NA,0.2,3.4,6.2,0.3,NA,1.6,NA,0.2,0.1,3.2,1,NA,NA,6.7,17.8,24.5,36.9,4494,Burkina Faso 2010 Demographic and Health Survey,DHS,,NA,NA,Including foam/jelly.,Including lactational amenorrhea (LAM) and withdrawal.,NA,NA,NA,NA
Burkina Faso,854,2014,2014,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,18.1,17.9,0.2,NA,NA,0.1,8.2,6.8,0.3,NA,0.1,NA,NA,0,2.5,0.2,NA,NA,5.7,32.4,38.1,31.9,5993,Burkina Faso 2014 PMA2020 Round 1,PMA,,NA,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,854,2014,2014,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,20.8,20,0.9,0.1,NA,0.1,8,7.6,0.9,NA,0.7,NA,NA,0.1,2.6,0.7,0,0.1,6.5,26.5,33,37.2,5764,Burkina Faso 2015 PMA2020 Round 2,PMA,,NA,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,854,2016,2016,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,25.5,24.2,1.3,0.1,NA,0,11.4,8.3,0.6,0.1,1,NA,NA,0.1,2.8,1,NA,0.2,5.5,23.8,29.3,44.2,6107,Burkina Faso 2016 PMA2020 Round 3,PMA,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,854,2016,2017,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,25.4,24.5,0.9,0,0,0,11.8,8.2,0.9,0,0.8,0,0,0.2,2.8,0.6,0,0.1,5.3,23.7,29.1,45,7483,Burkina Faso 2016-2017 PMA2020 Round 4,PMA,,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,108,1987,1987,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,8.7,1.2,7.5,NA,NA,0.1,NA,0.5,0.3,NA,0.1,NA,NA,2,0.2,4.8,NA,0.7,7.4,17.7,25.1,3.6,1716,Burundi 1987 Demographic and Health Survey,DHS,,NA,NA,NA,Including abstinence and folk methods.,NA,NA,NA,NA
Burundi,108,2e3,2e3,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,15.7,12.2,3.4,NA,NA,0.2,0,4.7,0.8,2.2,0.2,0.1,NA,0.1,3.9,3.4,NA,NA,NA,NA,NA,NA,1905,Burundi 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,108,2002,2002,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,19.7,8.5,11.2,NA,NA,0.1,NA,4.7,0.8,NA,0.5,0,NA,0.1,2.4,9.2,0,1.9,NA,NA,29,17.5,2919,Burundi 2002 Enquête Socio-démographique et de Santé de la Reproduction,National survey,,NA,NA,NA,NA,NA,NA,"Excluding women who are currently pregnant, currently seeking to become pregnant, subfecund, or who are not sexually active, including women practicing post-partum abstinence. ","Including fecund married women, currently sexually active, currently exposed to the risk of pregnancy, not wanting to become pregnant, and not using a method of contraception other than folk methods, douches, breastfeeding or lactational amenorrhea (LAM)."
Burundi,108,2005,2005,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,9.1,7.9,1.2,NA,NA,0.2,0,5,0.1,0.4,0.3,NA,NA,0,1.8,1,0,0.2,NA,NA,NA,NA,148,Burundi 2005 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
